UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	MFS10_HUMAN|MFSD10|TETRAN	protein	taxon:9606	20120317	GOC
UniProtKB	F5H5R3	SLC12A5		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000017884	IEA	Ensembl:ENSMUSP00000017884	P	Uncharacterized protein	F5H5R3_HUMAN|SLC12A5	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F5H694	CYP2E1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000016883	IEA	Ensembl:ENSRNOP00000016883	P	Cytochrome P450, family 2, subfamily E, polypeptide 1	CYP2E1|F5H694_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F5H6X2	MGST1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010579	IEA	Ensembl:ENSRNOP00000010579	P	Microsomal glutathione S-transferase 1	F5H6X2_HUMAN|MGST1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F5H6X9	AACS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001292	IEA	Ensembl:ENSRNOP00000001292	P	Acetoacetyl-CoA synthetase	AACS|F5H6X9_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F5H7F6	MGST1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010579	IEA	Ensembl:ENSRNOP00000010579	P	Microsomal glutathione S-transferase 1	F5H7F6_HUMAN|MGST1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F5H7U4	RAD54B		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000066977	IEA	Ensembl:ENSMUSP00000066977	P	RAD54 homolog B (S. cerevisiae)	F5H7U4_HUMAN|RAD54B	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F6VPY9	SLC8A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040751	IEA	Ensembl:ENSRNOP00000040751	P	Solute carrier family 8 (sodium/calcium exchanger), member 1	F6VPY9_HUMAN|SLC8A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VRL0	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ERBB3|F8VRL0_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VUY0	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	TGFB-induced factor homeobox 1	F8VUY0_HUMAN|TGIF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VVS9	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	TGFB-induced factor homeobox 1	F8VVS9_HUMAN|TGIF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VW34	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	TGFB-induced factor homeobox 1	F8VW34_HUMAN|TGIF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VW48	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ERBB3|F8VW48_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VW56	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ERBB3|F8VW56_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VWK5	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	TGFB-induced factor homeobox 1	F8VWK5_HUMAN|TGIF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VWZ9	NKX6-1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002928	IEA	Ensembl:ENSRNOP00000002928	P	NK6 homeobox 1	F8VWZ9_HUMAN|NKX6-1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VX54	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	TGFB-induced factor homeobox 1	F8VX54_HUMAN|TGIF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VX90	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ERBB3|F8VX90_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VYK4	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	V-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ERBB3|F8VYK4_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VZA4	DUSP6		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000032969	IEA	Ensembl:ENSRNOP00000032969	P	Dual-specificity phosphatase 6	DUSP6|F8VZA4_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8VZH2	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	TGFB-induced factor homeobox 1	F8VZH2_HUMAN|TGIF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8W746	CREB1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000059973	IEA	Ensembl:ENSMUSP00000059973	P	CAMP-responsive element-binding protein 1	CREB1|F8W746_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F8WF14	BCHE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013279	IEA	Ensembl:ENSRNOP00000013279	P	Butyrylcholinesterase	BCHE|F8WF14_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	G3V1N0	RAD54L		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000099766	IEA	Ensembl:ENSMUSP00000099766	P	Uncharacterized protein	G3V1N0_HUMAN|hCG_22090|RAD54L	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	G3V2V7	FOS		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000021674	IEA	Ensembl:ENSMUSP00000021674	P	FBJ murine osteosarcoma viral oncogene homolog	FOS|G3V2V7_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	G3XAD7	CYP11A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000059613	IEA	Ensembl:ENSRNOP00000059613	P	Cytochrome P450, family 11, subfamily A, polypeptide 1, isoform CRA_a	CYP11A1|G3XAD7_HUMAN|hCG_40809	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O00300	TNFRSF11B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011344	IEA	Ensembl:ENSRNOP00000011344	P	Tumor necrosis factor receptor superfamily member 11B	OCIF|OPG|TNFRSF11B|TR11B_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O14520	AQP7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012974	IEA	Ensembl:ENSRNOP00000012974	P	Aquaporin-7	AQP7|AQP7L|AQP7_HUMAN|AQP9	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O14543	SOCS3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003940	IEA	Ensembl:ENSRNOP00000003940	P	Suppressor of cytokine signaling 3	CIS3|SOCS3|SOCS3_HUMAN|SSI3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O14649	KCNK3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013107	IEA	Ensembl:ENSRNOP00000013107	P	Potassium channel subfamily K member 3	KCNK3|KCNK3_HUMAN|TASK|TASK1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O14681	EI24		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000132270	IEA	Ensembl:ENSMUSP00000132270	P	Etoposide-induced protein 2.4 homolog	EI24|EI24_HUMAN|PIG8	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O15118	NPC1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000025279	IEA	Ensembl:ENSMUSP00000025279	P	Niemann-Pick C1 protein	NPC1|NPC1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O15228	GNPAT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026617	IEA	Ensembl:ENSRNOP00000026617	P	Dihydroxyacetone phosphate acyltransferase	DAPAT|DHAPAT|GNPAT|GNPAT_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O15357	INPPL1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026867	IEA	Ensembl:ENSRNOP00000026867	P	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2	INPPL1|SHIP2|SHIP2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O15379	HDAC3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000060357	IEA	Ensembl:ENSRNOP00000060357	P	Histone deacetylase 3	HDAC3|HDAC3_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O15524	SOCS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003458	IEA	Ensembl:ENSRNOP00000003458	P	Suppressor of cytokine signaling 1	SOCS1|SOCS1_HUMAN|SSI1|TIP3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O60934	NBN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012377	IEA	Ensembl:ENSRNOP00000012377	P	Nibrin	NBN|NBN_HUMAN|NBS|NBS1|P95	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O75762	TRPA1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000043594	IEA	Ensembl:ENSMUSP00000043594	P	Transient receptor potential cation channel subfamily A member 1	ANKTM1|TRPA1|TRPA1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O75815	BCAR3		GO:0042493	PMID:9582273	TAS		P	Breast cancer anti-estrogen resistance protein 3	BCAR3|BCAR3_HUMAN|NSP2|SH2D3B|UNQ271/PRO308	protein	taxon:9606	20031119	PINC
UniProtKB	O75881	CYP7B1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013116	IEA	Ensembl:ENSRNOP00000013116	P	25-hydroxycholesterol 7-alpha-hydroxylase	CP7B1_HUMAN|CYP7B1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O76094	SRP72		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 72 kDa protein	SRP72|SRP72_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	O95255	ABCC6		GO:0042493	PMID:8912525	TAS		P	Multidrug resistance-associated protein 6	ABCC6|ARA|MRP6|MRP6_HUMAN	protein	taxon:9606	20031119	PINC
UniProtKB	P00441	SOD1		GO:0042493	GO_REF:0000024|UniProtKB:P08228	ISS	UniProtKB:P08228	P	Superoxide dismutase [Cu-Zn]	SOD1|SODC_HUMAN	protein	taxon:9606	20070813	UniProtKB
UniProtKB	P00480	OTC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004686	IEA	Ensembl:ENSRNOP00000004686	P	Ornithine carbamoyltransferase, mitochondrial	OTC|OTC_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P00491	PNP		GO:0042493	PMID:18938130	IDA		P	Purine nucleoside phosphorylase	NP|PNP|PNPH_HUMAN	protein	taxon:9606	20090205	UniProtKB
UniProtKB	P00491	PNP		GO:0042493	PMID:15047506	IMP		P	Purine nucleoside phosphorylase	NP|PNP|PNPH_HUMAN	protein	taxon:9606	20090205	UniProtKB
UniProtKB	P00797	REN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003951	IEA	Ensembl:ENSRNOP00000003951	P	Renin	REN|RENI_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P00966	ASS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012075	IEA	Ensembl:ENSRNOP00000012075	P	Argininosuccinate synthase	ASS|ASS1|ASSY_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01034	CST3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007175	IEA	Ensembl:ENSRNOP00000007175	P	Cystatin-C	CST3|CYTC_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01100	FOS		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000021674	IEA	Ensembl:ENSMUSP00000021674	P	Proto-oncogene c-Fos	FOS|FOS_HUMAN|G0S7	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01106	MYC		GO:0042493	PMID:18291362	IEP		P	Myc proto-oncogene protein	BHLHE39|MYC|MYC_HUMAN	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P01127	PDGFB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023196	IEA	Ensembl:ENSRNOP00000023196	P	Platelet-derived growth factor subunit B	PDGF2|PDGFB|PDGFB_HUMAN|SIS	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01135	TGFA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000054248	IEA	Ensembl:ENSRNOP00000054248	P	Protransforming growth factor alpha	TGFA|TGFA_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01137	TGFB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028051	IEA	Ensembl:ENSRNOP00000028051	P	Transforming growth factor beta-1	TGFB|TGFB1|TGFB1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01138	NGF		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022200	IEA	Ensembl:ENSRNOP00000022200	P	Beta-nerve growth factor	NGF|NGFB|NGF_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01236	PRL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023412	IEA	Ensembl:ENSRNOP00000023412	P	Prolactin	PRL|PRL_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01374	LTA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001111	IEA	Ensembl:ENSRNOP00000001111	P	Lymphotoxin-alpha	LTA|TNFB|TNFB_HUMAN|TNFSF1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01375	TNF		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001110	IEA	Ensembl:ENSRNOP00000001110	P	Tumor necrosis factor	TNF|TNFA|TNFA_HUMAN|TNFSF2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01579	IFNG		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009917	IEA	Ensembl:ENSRNOP00000009917	P	Interferon gamma	IFNG|IFNG_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P02652	APOA2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004662	IEA	Ensembl:ENSRNOP00000004662	P	Apolipoprotein A-II	APOA2|APOA2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P02655	APOC2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024800	IEA	Ensembl:ENSRNOP00000024800	P	Apolipoprotein C-II	APC2|APOC2|APOC2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P02818	BGLAP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026530	IEA	Ensembl:ENSRNOP00000026530	P	Osteocalcin	BGLAP|OSTCN_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P03886	MT-ND1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000049172	IEA	Ensembl:ENSRNOP00000049172	P	NADH-ubiquinone oxidoreductase chain 1	MT-ND1|MTND1|NADH1|ND1|NU1M_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P03971	AMH		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026220	IEA	Ensembl:ENSRNOP00000026220	P	Muellerian-inhibiting factor	AMH|MIF|MIS_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P04083	ANXA1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000051674	IEA	Ensembl:ENSRNOP00000051674	P	Annexin A1	ANX1|ANXA1|ANXA1_HUMAN|LPC1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P04085	PDGFA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001775	IEA	Ensembl:ENSRNOP00000001775	P	Platelet-derived growth factor subunit A	PDGF1|PDGFA|PDGFA_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P04201	MAS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020100	IEA	Ensembl:ENSRNOP00000020100	P	Proto-oncogene Mas	MAS|MAS1|MAS_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P04626	ERBB2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040591	IEA	Ensembl:ENSRNOP00000040591	P	Receptor tyrosine-protein kinase erbB-2	ERBB2|ERBB2_HUMAN|HER2|MLN19|NEU|NGL	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P04818	TYMS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000053086	IEA	Ensembl:ENSRNOP00000053086	P	Thymidylate synthase	OK/SW-cl.29|TS|TYMS|TYSY_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05023	ATP1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000039657	IEA	Ensembl:ENSMUSP00000039657	P	Sodium/potassium-transporting ATPase subunit alpha-1	AT1A1_HUMAN|ATP1A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05062	ALDOB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009111	IEA	Ensembl:ENSRNOP00000009111	P	Fructose-bisphosphate aldolase B	ALDB|ALDOB|ALDOB_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05090	APOD		GO:0042493	GO_REF:0000024|UniProtKB:P23593	ISS	UniProtKB:P23593	P	Apolipoprotein D	APOD|APOD_HUMAN	protein	taxon:9606	20120110	UniProtKB
UniProtKB	P05093	CYP17A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027160	IEA	Ensembl:ENSRNOP00000027160	P	Steroid 17-alpha-hydroxylase/17,20 lyase	CP17A_HUMAN|CYP17|CYP17A1|S17AH	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05108	CYP11A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000059613	IEA	Ensembl:ENSRNOP00000059613	P	Cholesterol side-chain cleavage enzyme, mitochondrial	CP11A_HUMAN|CYP11A|CYP11A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05112	IL4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010029	IEA	Ensembl:ENSRNOP00000010029	P	Interleukin-4	IL4|IL4_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05305	EDN1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019361	IEA	Ensembl:ENSRNOP00000019361	P	Endothelin-1	EDN1|EDN1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05362	ICAM1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028066	IEA	Ensembl:ENSRNOP00000028066	P	Intercellular adhesion molecule 1	ICAM1|ICAM1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05412	JUN		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000102711	IEA	Ensembl:ENSMUSP00000102711	P	Transcription factor AP-1	JUN|JUN_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05413	FABP3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017325	IEA	Ensembl:ENSRNOP00000017325	P	Fatty acid-binding protein, heart	FABP11|FABP3|FABPH_HUMAN|MDGI	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05543	SERPINA7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014739	IEA	Ensembl:ENSRNOP00000014739	P	Thyroxine-binding globulin	SERPINA7|TBG|THBG_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P05556	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin beta-1	FNRB|ITB1_HUMAN|ITGB1|MDF2|MSK12	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P06239	LCK		GO:0042493	PMID:16116473	IDA		P	Tyrosine-protein kinase Lck	LCK|LCK_HUMAN	protein	taxon:9606	20051110	UniProtKB
UniProtKB	P06239	LCK		GO:0042493	GO_REF:0000024|UniProtKB:P06239	ISS	UniProtKB:P06239	P	Tyrosine-protein kinase Lck	LCK|LCK_HUMAN	protein	taxon:9606	20051130	UniProtKB
UniProtKB	P06276	BCHE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013279	IEA	Ensembl:ENSRNOP00000013279	P	Cholinesterase	BCHE|CHE1|CHLE_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P06493	CDK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000783	IEA	Ensembl:ENSRNOP00000000783	P	Cyclin-dependent kinase 1	CDC2|CDC28A|CDK1|CDK1_HUMAN|CDKN1|P34CDC2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P06858	LPL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000016543	IEA	Ensembl:ENSRNOP00000016543	P	Lipoprotein lipase	LIPD|LIPL_HUMAN|LPL	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P07948	LYN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011130	IEA	Ensembl:ENSRNOP00000011130	P	Tyrosine-protein kinase Lyn	JTK8|LYN|LYN_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P07996	THBS1		GO:0042493	PMID:19738618	IEP		P	Thrombospondin-1	THBS1|TSP|TSP1|TSP1_HUMAN	protein	taxon:9606	20100217	UniProtKB
UniProtKB	P08134	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Rho-related GTP-binding protein RhoC	ARH9|ARHC|RHOC|RHOC_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P08183	ABCB1		GO:0042493	PMID:3022150	TAS		P	Multidrug resistance protein 1	ABCB1|MDR1|MDR1_HUMAN|PGY1	protein	taxon:9606	20031119	PINC
UniProtKB	P08397	HMBS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014128	IEA	Ensembl:ENSRNOP00000014128	P	Porphobilinogen deaminase	HEM3_HUMAN|HMBS|PBGD|UPS	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P09132	SRP19		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 19 kDa protein	SRP19|SRP19_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	P09237	MMP7		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000018767	IEA	Ensembl:ENSMUSP00000018767	P	Matrilysin	MMP7|MMP7_HUMAN|MPSL1|PUMP1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P09382	LGALS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013538	IEA	Ensembl:ENSRNOP00000013538	P	Galectin-1	LEG1_HUMAN|LGALS1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P09471	GNAO1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026373	IEA	Ensembl:ENSRNOP00000026373	P	Guanine nucleotide-binding protein G(o) subunit alpha	GNAO1|GNAO_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P09681	GIP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008481	IEA	Ensembl:ENSRNOP00000008481	P	Gastric inhibitory polypeptide	GIP|GIP_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P09848	LCT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004908	IEA	Ensembl:ENSRNOP00000004908	P	Lactase-phlorizin hydrolase	LCT|LPH|LPH_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P0C7P4	UQCRFS1P1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024609	IEA	Ensembl:ENSRNOP00000024609	P	Putative cytochrome b-c1 complex subunit Rieske-like protein 1	UCRIL_HUMAN|UQCRFS1P1|UQCRFSL1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P10415	BCL2		GO:0042493	PMID:36599	IDA		P	Apoptosis regulator Bcl-2	BCL2|BCL2_HUMAN	protein	taxon:9606	20090324	MGI
UniProtKB	P10415	BCL2		GO:0042493	PMID:17875758	IMP		P	Apoptosis regulator Bcl-2	BCL2|BCL2_HUMAN	protein	taxon:9606	20101008	UniProtKB
UniProtKB	P10620	MGST1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010579	IEA	Ensembl:ENSRNOP00000010579	P	Microsomal glutathione S-transferase 1	GST12|MGST|MGST1|MGST1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P11387	TOP1		GO:0042493	PMID:16127745	IEP		P	DNA topoisomerase 1	TOP1|TOP1_HUMAN	protein	taxon:9606	20070621	UniProtKB
UniProtKB	P11388	TOP2A		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040257	IEA	Ensembl:ENSRNOP00000040257	P	DNA topoisomerase 2-alpha	TOP2|TOP2A|TOP2A_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P11802	CDK4		GO:0042493	PMID:18291362	IGI		P	Cyclin-dependent kinase 4	CDK4|CDK4_HUMAN	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P12830	CDH1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027346	IEA	Ensembl:ENSRNOP00000027346	P	Cadherin-1	CADH1_HUMAN|CDH1|CDHE|UVO	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P13498	CYBA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017564	IEA	Ensembl:ENSRNOP00000017564	P	Cytochrome b-245 light chain	CY24A_HUMAN|CYBA	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P13500	CCL2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009448	IEA	Ensembl:ENSRNOP00000009448	P	C-C motif chemokine 2	CCL2|CCL2_HUMAN|MCP1|SCYA2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P13501	CCL5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014865	IEA	Ensembl:ENSRNOP00000014865	P	C-C motif chemokine 5	CCL5|CCL5_HUMAN|D17S136E|SCYA5	protein	taxon:9606	20120317	ENSEMBL
