UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	IPI00103940|MFS10_HUMAN|MFSD10|Q07706|TETRAN	protein	taxon:9606	20120107	GOC
UniProtKB	F8VW34	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	Uncharacterized protein	F8VW34_HUMAN|TGIF1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VW48	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	Uncharacterized protein	ERBB3|F8VW48_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VW56	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	Uncharacterized protein	ERBB3|F8VW56_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VWK5	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	Uncharacterized protein	F8VWK5_HUMAN|TGIF1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VWZ9	NKX6-1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002928	IEA	Ensembl:ENSRNOP00000002928	P	Uncharacterized protein	F8VWZ9_HUMAN|NKX6-1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VX54	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	Uncharacterized protein	F8VX54_HUMAN|TGIF1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VX90	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	Uncharacterized protein	ERBB3|F8VX90_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VYK4	ERBB3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000006796	IEA	Ensembl:ENSRNOP00000006796	P	Uncharacterized protein	ERBB3|F8VYK4_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VZA4	DUSP6		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000032969	IEA	Ensembl:ENSRNOP00000032969	P	Uncharacterized protein	DUSP6|F8VZA4_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8VZH2	TGIF1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021534	IEA	Ensembl:ENSRNOP00000021534	P	Uncharacterized protein	F8VZH2_HUMAN|TGIF1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8W133	DDIT3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008941	IEA	Ensembl:ENSRNOP00000008941	P	Uncharacterized protein	DDIT3|F8W133_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8W746	CREB1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000059973	IEA	Ensembl:ENSMUSP00000059973	P	Uncharacterized protein	CREB1|F8W746_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8WF14	BCHE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013279	IEA	Ensembl:ENSRNOP00000013279	P	Uncharacterized protein	BCHE|F8WF14_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O00300	TNFRSF11B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011344	IEA	Ensembl:ENSRNOP00000011344	P	Tumor necrosis factor receptor superfamily member 11B	B2R9A8|IPI00298362|O60236|OCIF|OPG|Q53FX6|Q9UHP4|TNFRSF11B|TR11B_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O14520	AQP7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012974	IEA	Ensembl:ENSRNOP00000012974	P	Aquaporin-7	AQP7|AQP7L|AQP7_HUMAN|AQP9|IPI00022359|Q5T5L9|Q8NHM3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O14543	SOCS3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003940	IEA	Ensembl:ENSRNOP00000003940	P	Suppressor of cytokine signaling 3	CIS3|IPI00297349|O14509|SOCS3|SOCS3_HUMAN|SSI3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O14649	KCNK3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013107	IEA	Ensembl:ENSRNOP00000013107	P	Potassium channel subfamily K member 3	IPI00023110|KCNK3|KCNK3_HUMAN|Q53SU2|TASK|TASK1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O14681	EI24		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000132270	IEA	Ensembl:ENSMUSP00000132270	P	Etoposide-induced protein 2.4 homolog	A8K7D6|EI24|EI24_HUMAN|IPI00872497|PIG8|Q9BUQ1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O15228	GNPAT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026617	IEA	Ensembl:ENSRNOP00000026617	P	Dihydroxyacetone phosphate acyltransferase	DAPAT|DHAPAT|GNPAT|GNPAT_HUMAN|IPI00005677|Q5TBH7|Q9BWC2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O15357	INPPL1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026867	IEA	Ensembl:ENSRNOP00000026867	P	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2	B2RTX5|INPPL1|IPI00016932|IPI00795687|Q13577|Q13578|SHIP2|SHIP2_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O15379	HDAC3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000060357	IEA	Ensembl:ENSRNOP00000060357	P	Histone deacetylase 3	D3DQE1|HDAC3|HDAC3_HUMAN|IPI00006187|IPI00217965|O43268|Q9UEI5|Q9UEV0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O15524	SOCS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003458	IEA	Ensembl:ENSRNOP00000003458	P	Suppressor of cytokine signaling 1	IPI00021491|O15097|Q9NSA7|SOCS1|SOCS1_HUMAN|SSI1|TIP3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O60934	NBN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012377	IEA	Ensembl:ENSRNOP00000012377	P	Nibrin	B2R626|B2RNC5|IPI00299463|NBN|NBN_HUMAN|NBS|NBS1|O60672|P95|Q32NF7|Q53FM6|Q63HR6|Q7LDM2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O75762	TRPA1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000043594	IEA	Ensembl:ENSMUSP00000043594	P	Transient receptor potential cation channel subfamily A member 1	A6NIN6|ANKTM1|IPI00015963|TRPA1|TRPA1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O75815	BCAR3		GO:0042493	PMID:9582273	TAS		P	Breast cancer anti-estrogen resistance protein 3	BCAR3|BCAR3_HUMAN|D3DT43|IPI00179053|IPI01009616|NSP2|Q6UW40|Q9BR50|SH2D3B|UNQ271/PRO308	protein	taxon:9606	20031119	PINC
UniProtKB	O75881	CYP7B1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013116	IEA	Ensembl:ENSRNOP00000013116	P	25-hydroxycholesterol 7-alpha-hydroxylase	B2RN07|CP7B1_HUMAN|CYP7B1|IPI00027234|Q9UNF5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O76094	SRP72		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 72 kDa protein	IPI00215888|SRP72|SRP72_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	O95255	ABCC6		GO:0042493	PMID:8912525	TAS		P	Multidrug resistance-associated protein 6	ABCC6|ARA|IPI00029455|MRP6|MRP6_HUMAN|P78420|Q9UMZ7	protein	taxon:9606	20031119	PINC
UniProtKB	O95299	NDUFA10		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022089	IEA	Ensembl:ENSRNOP00000022089	P	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	IPI00029561|NDUAA_HUMAN|NDUFA10	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P00441	SOD1		GO:0042493	GO_REF:0000024|UniProtKB:P08228	ISS	UniProtKB:P08228	P	Superoxide dismutase [Cu-Zn]	A6NHJ0|D3DSE4|IPI00218733|Q16669|Q16711|Q16838|Q16839|Q16840|Q6NR85|SOD1|SODC_HUMAN	protein	taxon:9606	20070813	UniProtKB
UniProtKB	P00480	OTC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004686	IEA	Ensembl:ENSRNOP00000004686	P	Ornithine carbamoyltransferase, mitochondrial	A8K9P2|D3DWB0|IPI00295363|OTC|OTC_HUMAN|Q3KNR1|Q6B0I1|Q9NYJ5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P00491	PNP		GO:0042493	PMID:18938130	IDA		P	Purine nucleoside phosphorylase	B2R8S5|D3DS00|IPI00017672|NP|PNP|PNPH_HUMAN|Q15160|Q5PZ03	protein	taxon:9606	20090205	UniProtKB
UniProtKB	P00491	PNP		GO:0042493	PMID:15047506	IMP		P	Purine nucleoside phosphorylase	B2R8S5|D3DS00|IPI00017672|NP|PNP|PNPH_HUMAN|Q15160|Q5PZ03	protein	taxon:9606	20090205	UniProtKB
UniProtKB	P00797	REN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000003951	IEA	Ensembl:ENSRNOP00000003951	P	Renin	IPI00019644|IPI00552207|Q6FI38|Q6T5C2|REN|RENI_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P00966	ASS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012075	IEA	Ensembl:ENSRNOP00000012075	P	Argininosuccinate synthase	ASS|ASS1|ASSY_HUMAN|IPI00020632|Q6LDL2|Q86UZ0|Q96GT4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01034	CST3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007175	IEA	Ensembl:ENSRNOP00000007175	P	Cystatin-C	B2R5J9|CST3|CYTC_HUMAN|D3DW42|IPI00032293|Q6FGW9	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01100	FOS		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000021674	IEA	Ensembl:ENSMUSP00000021674	P	Proto-oncogene c-Fos	FOS|FOS_HUMAN|G0S7|IPI00033008|P18849	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01106	MYC		GO:0042493	PMID:18291362	IEP		P	Myc proto-oncogene protein	A8WFE7|BHLHE39|IPI00033016|IPI00935431|MYC|MYC_HUMAN|P01107|Q14026	protein	taxon:9606	20100506	UniProtKB
UniProtKB	P01127	PDGFB		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000023196	IEA	Ensembl:ENSRNOP00000023196	P	Platelet-derived growth factor subunit B	IPI00000044|P78431|PDGF2|PDGFB|PDGFB_HUMAN|Q6FHE7|Q9UF23|SIS	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01135	TGFA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000054248	IEA	Ensembl:ENSRNOP00000054248	P	Protransforming growth factor alpha	A8K286|IPI00465177|IPI00856067|IPI00872280|IPI00926333|IPI00954043|Q15577|Q53SK7|Q9BS56|Q9UEI3|Q9UKM1|Q9UKM2|TGFA|TGFA_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01137	TGFB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028051	IEA	Ensembl:ENSRNOP00000028051	P	Transforming growth factor beta-1	A8K792|IPI00000075|Q9UCG4|TGFB|TGFB1|TGFB1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01138	NGF		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022200	IEA	Ensembl:ENSRNOP00000022200	P	Beta-nerve growth factor	A1A4E5|IPI00000076|NGF|NGFB|NGF_HUMAN|Q6FHA0|Q96P60|Q9P2Q8|Q9UKL8	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01374	LTA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001111	IEA	Ensembl:ENSRNOP00000001111	P	Lymphotoxin-alpha	IPI00001670|LTA|Q8N4C3|Q9UKS8|TNFB|TNFB_HUMAN|TNFSF1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01375	TNF		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001110	IEA	Ensembl:ENSRNOP00000001110	P	Tumor necrosis factor	IPI00001671|O43647|Q9P1Q2|Q9UIV3|TNF|TNFA|TNFA_HUMAN|TNFSF2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01579	IFNG		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009917	IEA	Ensembl:ENSRNOP00000009917	P	Interferon gamma	B5BU88|IFNG|IFNG_HUMAN|IPI00307209|Q53ZV4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P02652	APOA2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004662	IEA	Ensembl:ENSRNOP00000004662	P	Apolipoprotein A-II	APOA2|APOA2_HUMAN|B2R524|IPI00021854	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P02655	APOC2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024800	IEA	Ensembl:ENSRNOP00000024800	P	Apolipoprotein C-II	APC2|APOC2|APOC2_HUMAN|C0JYY4|IPI00021856|Q9BS39|Q9UDE3|Q9UNK3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P02818	BGLAP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026530	IEA	Ensembl:ENSRNOP00000026530	P	Osteocalcin	BGLAP|IPI00023015|OSTCN_HUMAN|Q5TCK6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P03886	MT-ND1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000049172	IEA	Ensembl:ENSRNOP00000049172	P	NADH-ubiquinone oxidoreductase chain 1	IPI00007961|MT-ND1|MTND1|NADH1|ND1|NU1M_HUMAN|Q37523	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P03971	AMH		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026220	IEA	Ensembl:ENSRNOP00000026220	P	Muellerian-inhibiting factor	AMH|IPI00008577|MIF|MIS_HUMAN|O75246|Q6GTN3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04083	ANXA1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000051674	IEA	Ensembl:ENSRNOP00000051674	P	Annexin A1	ANX1|ANXA1|ANXA1_HUMAN|IPI00218918|LPC1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04085	PDGFA		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001775	IEA	Ensembl:ENSRNOP00000001775	P	Platelet-derived growth factor subunit A	B5BU73|IPI00021833|IPI00220454|PDGF1|PDGFA|PDGFA_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04179	SOD2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000025794	IEA	Ensembl:ENSRNOP00000025794	P	Superoxide dismutase [Mn], mitochondrial	B2R7R1|E1P5A9|IPI00022314|P78434|Q16792|Q5TCM1|Q96EE6|Q9P2Z3|SOD2|SODM_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04201	MAS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000020100	IEA	Ensembl:ENSRNOP00000020100	P	Proto-oncogene Mas	E1P5B3|IPI00022860|MAS|MAS1|MAS_HUMAN|Q2TBC9|Q6FG47	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04424	ASL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001211	IEA	Ensembl:ENSRNOP00000001211	P	Argininosuccinate lyase	ARLY_HUMAN|ASL|IPI00220267|Q6LDS5|Q96HS2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04626	ERBB2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000040591	IEA	Ensembl:ENSRNOP00000040591	P	Receptor tyrosine-protein kinase erbB-2	B2RZG3|B4DHN3|ERBB2|ERBB2_HUMAN|HER2|IPI00300384|IPI00845478|IPI00941360|IPI00964086|MLN19|NEU|NGL|Q14256|Q6LDV1|Q9UMK4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04798	CYP1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026473	IEA	Ensembl:ENSRNOP00000026473	P	Cytochrome P450 1A1	CP1A1_HUMAN|CYP1A1|IPI00218839|Q53G18	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04818	TYMS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000053086	IEA	Ensembl:ENSRNOP00000053086	P	Thymidylate synthase	IPI00221108|OK/SW-cl.29|TS|TYMS|TYSY_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05023	ATP1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000039657	IEA	Ensembl:ENSMUSP00000039657	P	Sodium/potassium-transporting ATPase subunit alpha-1	AT1A1_HUMAN|ATP1A1|B2RBR6|IPI00006482|IPI00414005|Q16689|Q6LDM4|Q9UCN1|Q9UJ20|Q9UJ21	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05089	ARG1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017911	IEA	Ensembl:ENSRNOP00000017911	P	Arginase-1	A6NEA0|ARG1|ARGI1_HUMAN|IPI00038356|IPI00291560|IPI00398768|Q5JWT5|Q5JWT6|Q8TE72|Q9BS50	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05093	CYP17A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000027160	IEA	Ensembl:ENSRNOP00000027160	P	Steroid 17-alpha-hydroxylase/17,20 lyase	CP17A_HUMAN|CYP17|CYP17A1|IPI00006665|Q5TZV7|S17AH	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05108	CYP11A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000059613	IEA	Ensembl:ENSRNOP00000059613	P	Cholesterol side-chain cleavage enzyme, mitochondrial	A8K8D5|CP11A_HUMAN|CYP11A|CYP11A1|IPI00295771|Q15081|Q16805|Q8N1A7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05112	IL4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010029	IEA	Ensembl:ENSRNOP00000010029	P	Interleukin-4	IL4|IL4_HUMAN|IPI00007081|IPI00217945|Q14630	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05231	IL6		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013732	IEA	Ensembl:ENSRNOP00000013732	P	Interleukin-6	IFNB2|IL6|IL6_HUMAN|IPI00007793|Q9UCU2|Q9UCU3|Q9UCU4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05305	EDN1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019361	IEA	Ensembl:ENSRNOP00000019361	P	Endothelin-1	EDN1|EDN1_HUMAN|IPI00008327|Q96DA1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05362	ICAM1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028066	IEA	Ensembl:ENSRNOP00000028066	P	Intercellular adhesion molecule 1	B2R6M3|ICAM1|ICAM1_HUMAN|IPI00008494|Q5NKV7|Q96B50	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05412	JUN		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000102711	IEA	Ensembl:ENSMUSP00000102711	P	Transcription factor AP-1	IPI00008965|JUN|JUN_HUMAN|Q96G93	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05413	FABP3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017325	IEA	Ensembl:ENSRNOP00000017325	P	Fatty acid-binding protein, heart	B2RAB6|FABP11|FABP3|FABPH_HUMAN|IPI00219684|MDGI|Q5VV93|Q99957	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05543	SERPINA7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014739	IEA	Ensembl:ENSRNOP00000014739	P	Thyroxine-binding globulin	D3DUX1|IPI00292946|SERPINA7|TBG|THBG_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P05556	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin beta-1	A8K6N2|D3DRX9|D3DRY3|D3DRY4|D3DRY5|FNRB|IPI00217561|IPI00217562|IPI00217563|IPI00293305|IPI00549336|ITB1_HUMAN|ITGB1|MDF2|MSK12|P78466|P78467|Q13089|Q13090|Q13091|Q13212|Q14622|Q14647|Q29RW2|Q7Z3V1|Q8WUM6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P06239	LCK		GO:0042493	PMID:16116473	IDA		P	Tyrosine-protein kinase Lck	D3DPP8|IPI00411413|IPI00515097|IPI00940423|LCK|LCK_HUMAN|P07100|Q12850|Q13152|Q5TDH8|Q5TDH9|Q7RTZ3|Q96DW4|Q9NYT8	protein	taxon:9606	20051110	UniProtKB
UniProtKB	P06239	LCK		GO:0042493	GO_REF:0000024|UniProtKB:P06239	ISS	UniProtKB:P06239	P	Tyrosine-protein kinase Lck	D3DPP8|IPI00411413|IPI00515097|IPI00940423|LCK|LCK_HUMAN|P07100|Q12850|Q13152|Q5TDH8|Q5TDH9|Q7RTZ3|Q96DW4|Q9NYT8	protein	taxon:9606	20051130	UniProtKB
UniProtKB	P06276	BCHE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013279	IEA	Ensembl:ENSRNOP00000013279	P	Cholinesterase	A8K7P8|BCHE|CHE1|CHLE_HUMAN|IPI00025864	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P06493	CDK1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000783	IEA	Ensembl:ENSRNOP00000000783	P	Cyclin-dependent kinase 1	A8K7C4|C9J497|CDC2|CDC28A|CDK1|CDK1_HUMAN|CDKN1|IPI00026689|IPI00073536|O60764|P34CDC2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P06858	LPL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000016543	IEA	Ensembl:ENSRNOP00000016543	P	Lipoprotein lipase	B2R5T9|IPI00027847|LIPD|LIPL_HUMAN|LPL|Q16282|Q16283|Q96FC4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P07948	LYN		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011130	IEA	Ensembl:ENSRNOP00000011130	P	Tyrosine-protein kinase Lyn	A0AVQ5|IPI00298625|IPI00432416|JTK8|LYN|LYN_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P07996	THBS1		GO:0042493	PMID:19738618	IEP		P	Thrombospondin-1	A8K6H4|B9EGH6|IPI00296099|Q15667|THBS1|TSP|TSP1|TSP1_HUMAN	protein	taxon:9606	20100217	UniProtKB
UniProtKB	P08134	RHOC		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000017254	IEA	Ensembl:ENSRNOP00000017254	P	Rho-related GTP-binding protein RhoC	ARH9|ARHC|B3KSW1|IPI00027434|Q6ICN3|RHOC|RHOC_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P08183	ABCB1		GO:0042493	PMID:3022150	TAS		P	Multidrug resistance protein 1	A8K294|ABCB1|IPI00027481|MDR1|MDR1_HUMAN|PGY1|Q12755|Q14812	protein	taxon:9606	20031119	PINC
UniProtKB	P08397	HMBS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014128	IEA	Ensembl:ENSRNOP00000014128	P	Porphobilinogen deaminase	A8K2L0|HEM3_HUMAN|HMBS|IPI00028160|IPI00219877|P08396|PBGD|Q16012|UPS	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P09132	SRP19		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 19 kDa protein	B2R4E9|IPI00295889|Q96FG6|SRP19|SRP19_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	P09237	MMP7		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000018767	IEA	Ensembl:ENSMUSP00000018767	P	Matrilysin	IPI00013400|MMP7|MMP7_HUMAN|MPSL1|PUMP1|Q9BTK9	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P09382	LGALS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013538	IEA	Ensembl:ENSRNOP00000013538	P	Galectin-1	B2R5E8|IPI00219219|LEG1_HUMAN|LGALS1|Q9UDK5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P09471	GNAO1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000026373	IEA	Ensembl:ENSRNOP00000026373	P	Guanine nucleotide-binding protein G(o) subunit alpha	GNAO1|GNAO_HUMAN|IPI00220281|IPI00398700|P29777|Q8TD72|Q9UMV4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P09681	GIP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008481	IEA	Ensembl:ENSRNOP00000008481	P	Gastric inhibitory polypeptide	GIP|GIP_HUMAN|IPI00015998|Q4VB42|Q6NTD3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P09848	LCT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004908	IEA	Ensembl:ENSRNOP00000004908	P	Lactase-phlorizin hydrolase	IPI00017648|LCT|LPH|LPH_HUMAN|Q4ZG58	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P0C7P4	UQCRFS1P1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000024609	IEA	Ensembl:ENSRNOP00000024609	P	Putative cytochrome b-c1 complex subunit Rieske-like protein 1	IPI00889196|UCRIL_HUMAN|UQCRFS1P1|UQCRFSL1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P10415	BCL2		GO:0042493	PMID:36599	IDA		P	Apoptosis regulator Bcl-2	BCL2|BCL2_HUMAN|IPI00020961|IPI00217817|P10416|Q13842|Q16197	protein	taxon:9606	20090324	MGI
UniProtKB	P10415	BCL2		GO:0042493	PMID:17875758	IMP		P	Apoptosis regulator Bcl-2	BCL2|BCL2_HUMAN|IPI00020961|IPI00217817|P10416|Q13842|Q16197	protein	taxon:9606	20101008	UniProtKB
UniProtKB	P10620	MGST1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010579	IEA	Ensembl:ENSRNOP00000010579	P	Microsomal glutathione S-transferase 1	A8K533|GST12|IPI00021805|MGST|MGST1|MGST1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P11387	TOP1		GO:0042493	PMID:16127745	IEP		P	DNA topoisomerase 1	A8KA78|E1P5W3|IPI00413611|O43256|Q12855|Q12856|Q15610|Q5TFY3|Q9UJN0|TOP1|TOP1_HUMAN	protein	taxon:9606	20070621	UniProtKB
